,OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
5691,37120,Destroyed (>50%),5333.0,Filbert,Street,Paradise Central Southwest A,,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,,,52813.0,1960.0,5333  FILBERT ST   PARADISE CA 95969,39.7412901011676,-121.633608484114
5692,23000,Destroyed (>50%),277.0,Tradewinds ,Drive,,,CZU,Santa Cruz,,2020-08-16 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,Unknown,No Fence,,,287527.0,1978.0,277 TRADEWINDS DR BOULDER CREEK CA 95006,37.1504413511007,-122.149849071369
5693,44457,Destroyed (>50%),1296.0,Fawnbrook,Place,Paradise Northwest B,,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,16538.0,1971.0,1296  FAWNBROOK PL   PARADISE CA 95969,39.7722694472319,-121.598609370552
5694,85802,No Damage,115.0,Osprey ,Loop,Chester,96020.0,LMU,Plumas,LAKE ALMANOR WEST,2021-07-13 00:00:00,Engine Company Actions,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,>50',263424.0,,115 OSPREY LOOP CHESTER CA 96020,40.2383297492957,-121.216674325781
5695,113930,Destroyed (>50%),2588.0,Boulder,Road,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Tile,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,,,818151.0,1948.0,"2588 BOULDER RD, ALTADENA, CA 91001",34.1895335,-118.1209467
5696,27684,No Damage,23.0,Esternay ,Drive,,,ORC,Orange,,2020-10-26 00:00:00,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,282405.0,1995.0,23 ESTERNAY DR FOOTHILL RANCH CA 92610,33.6865639058301,-117.657433713229
5697,83179,No Damage,2174.0,Blitzen,Road,South Lake Tahoe,96150.0,AEU,El Dorado,,2021-08-14 00:00:00,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,604851.0,,2174 BLITZEN RD SOUTH LAKE TAHOE CA 96150,38.8486315662429,-120.021997442584
5698,62499,Destroyed (>50%),0.0,Palo Colorado,Road,Unincorporated,0.0,BEU,Monterey,,2016-07-22 00:00:00,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,,Unknown,Unknown, , , ,,,,0.0,,CML,36.3927970125662,-121.852075104171
5699,6417,No Damage,0.0,Buckeye,Lane,,0.0,FKU,Fresno,,2020-09-04 00:00:00,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,36965.0,1950.0, SHAVER LAKE CA 93634,37.1137176168738,-119.326032016872
5700,45323,Destroyed (>50%),6322.0,Tabernacle,Lane,Paradise Northwest B,,BTU,Butte,Paradise,2018-11-08 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,,,88950.0,1928.0,6322  TABERNACLE LN   PARADISE CA 95969,39.7746336391119,-121.59936016989
5701,33114,Destroyed (>50%),1273.0,Wagstaff ,Road,Paradise Northwest B,,BTU,Butte,Paradise ,2018-11-08 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,72828.0,1949.0,1273  WAGSTAFF RD   PARADISE CA 95969,39.7780303766776,-121.59953717034
5702,70777,Destroyed (>50%),571.0,Genoa,Street,Weed,0.0,SKU,Siskiyou,Hillside,2014-09-15 00:00:00,,Utility Misc Structure,Other Minor Structure,,Unknown,Unenclosed,Unknown,,Unknown, , , ,,,,32282.0,,571 GENOA ST,41.4297409352521,-122.37675709637
5703,72614,Destroyed (>50%),20572.0,Diamond D Ranch,Road,Unincorporated,0.0,LNU,Lake,Middletown ,2015-09-12 00:00:00,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,,,,373859.0,,20572 BIG CANYON RD MIDDLETOWN CA 95461,38.7606325125715,-122.610981956852
5704,115407,Destroyed (>50%),450.0,E Las Flores,Drive,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,Unscreened,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,54873.0,1947.0,"450 E LAS FLORES DR, ALTADENA, CA 91001",34.196316,-118.1364207
5705,124967,No Damage,1466.0,Paseo De Oro,,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Multi Story,Single Residence,,Tile,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Composite,Combustible,Non Combustible,,,706952.0,1997.0,"1506 PASEO DE ORO, PACIFIC PALISADES, CA 90272",34.0754834,-118.5524791
5706,119841,Destroyed (>50%),3626.0,Seahorn,Drive,Malibu,90265.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Unknown,Unknown,Unknown,Unknown,Combustible,,,299400.0,1964.0,"3626 SEAHORN DR, MALIBU, CA 90265",34.0463628,-118.5718286
5707,90287,No Damage,33620.0,Oak,Drive,Hemet,92544.0,RRU,Riverside,,2022-09-05 00:00:00,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,,,267652.0,1985.0,33620 OAK DR HEMET 92544 CA,33.6423026,-116.89489864
5708,81544,No Damage,8875.0,Johnson Pass,Road,South Lake Tahoe,96150.0,AEU,El Dorado,,2021-08-14 00:00:00,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Wood,Unknown,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,54021.0,,8875 JOHNSON PASS RD SOUTH LAKE TAHOE CA 96150,38.8253652740811,-120.036361206634
5709,46077,Destroyed (>50%),6570.0,Lamar,Court,Magalia,,BTU,Butte,Magalia ,2018-11-08 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Unknown,Combustible,11-20,,15300.0,1981.0,6570  LAMAR CT   MAGALIA CA 95954,39.8119387361948,-121.590061780249
5710,3269,Destroyed (>50%),0.0,Union Bar ,Road,,0.0,BTU,Butte,,2020-09-09 00:00:00,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,No Eaves,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,0.0,1900.0,No Address Available,39.5705890666192,-121.381946016919
5711,129187,No Damage,15045.0,Altata,Drive,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Tile,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,1435606.0,1929.0,"15045 ALTATA DR, PACIFIC PALISADES, CA 90272",34.0332135,-118.5234148
5712,16493,No Damage,1962.0,Capell Valley ,Road,,,LNU,Napa,,2020-08-16 00:00:00,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,3066452.0,1979.0,1962 CAPELL VALLEY RD NAPA CA 94558,38.4693986094061,-122.237970872233
5713,46735,Destroyed (>50%),5720.0,Holly,,Paradise Central Southwest A,,BTU,Butte,,2018-11-08 00:00:00,,Mobile Home Single Wide,Single Residence,,Metal,Unknown,Unknown,Ignition Resistant,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,,,28358.0,0.0,5720  HOLLY LN   PARADISE CA 95969,39.7542223166477,-121.620515566696
5714,39612,Destroyed (>50%),3030.0,Wild Iris ,Lane,Unincorporated,,BTU,Butte,Paradise,2018-11-08 00:00:00,Civilian,Motor Home,Single Residence,,Metal,No Eaves,No Vents,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,>30,,208269.0,1985.0,3030  WILD IRIS LN   PARADISE CA 95969,39.7234094175393,-121.669607377672
5715,94226,No Damage,51270.0,Tule Peak,Road,Aguanga,92536.0,RRU,Riverside,,2024-07-29 00:00:00,Unknown,Motor Home,Single Residence,0.0,Metal,No Eaves,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,>50',13385.0,0.0,"51270 TULE PEAK RD, AGUANGA, CA 92536",33.4782584,-116.7644092
5716,129165,Destroyed (>50%),16854.0,Livorno,Drive,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,,<30',535964.0,1946.0,"16854 LIVORNO DR, PACIFIC PALISADES, CA 90272",34.0436322,-118.5460366
5717,63039,Destroyed (>50%),3399.0,Mountain Home Ranch,Road,Unincorporated,0.0,LNU,Sonoma,Franz Valley,2017-10-08 00:00:00,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,No Vents,Combustible,Unknown, , , ,,,,25265.0,,3399 MOUNTAIN HOME RANCH RD CALISTOGA CA 94515,38.5676423191421,-122.654978491197
5718,31781,Destroyed (>50%),14005.0,Pineland,Circle,Magalia,,BTU,Butte,Magalia,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,21-30,<30',119682.0,1980.0,14005  PINELAND CIR   MAGALIA CA 95954,39.818479680344,-121.597950102355
5719,3489,Destroyed (>50%),80.0,Madrone,Way,,0.0,BTU,Butte,Berry Creek,2020-09-09 00:00:00,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unknown,No Vents,Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,11-20,,84896.0,1976.0,"80 MADRONE WAY, BERRY CREEK CA 95916",39.6447718916201,-121.400410937889
5720,28639,Destroyed (>50%),1480.0,Patrick,Drive,Paradise Northwest A,,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,0.0,Metal,Enclosed,No Vents,Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,,,2756731.0,1900.0,1400  KILCREASE CIR   PARADISE CA 95969,39.7836419886472,-121.591191901301
5721,59099,Destroyed (>50%),5771.0,Crystal ,Drive,Unincorporated,0.0,LNU,Sonoma,Riebli,2017-10-08 00:00:00,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,,,,413699.0,,5771 CRYSTAL DR SANTA ROSA CA 95404,38.5262581963089,-122.704976314223
5722,22852,No Damage,11521.0,Clear Creek ,Road,,,CZU,Santa Cruz,Boulder Creek ,2020-08-16 00:00:00,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,206550.0,1922.0,11521 CLEAR CREEK RD BROOKDALE CA 95007,37.105788811842,-122.110593209984
5723,68999,Destroyed (>50%),1514.0,Hopper,Avenue,Santa Rosa,0.0,LNU,Sonoma,Coffey Park,2017-10-08 00:00:00,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Unknown,Combustible,Unknown, , , ,,,,149372.0,,1514 HOPPER AVE SANTA ROSA CA 95403,38.4794522140673,-122.748291989363
5724,115394,Destroyed (>50%),2899.0,N Mount Curve,Avenue,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Unknown,Unknown,Unknown,,,31017.0,1948.0,"2899 N MOUNT CURVE AVE, ALTADENA, CA 91001",34.1951069,-118.1286752
5725,78185,Destroyed (>50%),20586.0,Meyer,Road,Grass Valley ,95945.0,NEU,Nevada,,2021-08-04 00:00:00,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,No Vents,Wood,Single Pane,No Deck/Porch,Wood,Unknown,No Fence,,,249696.0,,20586 MEYER RD GRASS VALLEY CA 95945,39.129075106072,-120.975199664799
5726,19852,Destroyed (>50%),0.0,Mill Creek ,Road,,,LNU,Sonoma,Healdsburg ,2020-08-16 00:00:00,,Single Family Residence Single Story,Single Residence,,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Metal,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,,3210.0,1953.0,MILL CREEK RD HEALDSBURG CA 95448,38.6150627460436,-123.092713819061
5727,14321,No Damage,455.0,Glass Mountain,Road,,,LNU,Napa,Saint Helena,2020-09-27 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,195169.0,1980.0,455 GLASS MOUNTAIN RD SAINT HELENA CA 94574,38.535691456978,-122.476426283867
5728,56016,No Damage,,,,Unincorporated,,BTU,Butte,,2018-11-08 00:00:00,,Utility Misc Structure,Other Minor Structure,, , , , , , , , ,,,,130000.0,2004.0,3123 GOA WAY PARADISE CA 95969,39.7207751974243,-121.663987174997
5729,27474,No Damage,5535.0,Camino De Bryant,,,,ORC,Orange,,2020-10-26 00:00:00,,Single Family Residence Multi Story,Single Residence,,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,,,438888.0,1992.0,5535 CAMINO DE BRYANT YORBA LINDA CA 92887,33.8868312443677,-117.713539255533
5730,108457,Destroyed (>50%),8.0,La Venezia,Court,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,No Eaves,Unknown,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,69785.0,1926.0,"8 LA VENEZIA CT, ALTADENA, CA 91001",34.1885733,-118.1497932
5731,121284,No Damage,1100.0,Tellem,Drive,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,172395.0,1960.0,"1100 TELLEM DR, PACIFIC PALISADES, CA 90272",34.0555861,-118.5448199
5732,111850,Destroyed (>50%),696.0,E Calaveras ,Street,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,59828.0,1950.0,"696 E CALAVERAS ST, ALTADENA, CA 91001",34.1847072,-118.1358185
5733,60955,Destroyed (>50%),19325.0,Jesus Maria,Road,Mokelumne Hill,95245.0,TCU,Calaveras,Mountain Ranch,2015-09-09 00:00:00,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Screened,Combustible,Unknown, , , ,,,,22370.0,,19325 JESUS MARIA RD MOKELUMNE HILL CA 95245,38.2829903156921,-120.526300091652
5734,52763,No Damage,,County road 49,,Unincorporated,,LNU,Yolo,Guinda,2018-07-01 00:00:00,Fire Department,Utility Misc Structure,Other Minor Structure,,Asphalt,Enclosed,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,246337.0,1991.0,7082 COUNTY ROAD 49 GUINDA CA 95637,38.8411757539693,-122.222899641777
5735,51026,Destroyed (>50%),1430.0,Ridge,Drive,,,SHU,Shasta,Redding ,2018-07-23 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,No Vents,Ignition Resistant,Single Pane,No Deck/Porch,Wood,Unknown,No Fence,,,143941.0,1956.0,1430 RIDGE DR REDDING CA 96001,40.5802220718776,-122.429342868711
5736,119212,No Damage,1935.0,Canyon Close,Road,Pasadena,91107.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,,,417687.0,1952.0,"1935 CANYON CLOSE RD, PASADENA, CA 91107",34.179361,-118.0989609
5737,21906,No Damage,14657.0,W Park,Avenue,,,CZU,Santa Cruz,,2020-08-16 00:00:00,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,248772.0,1950.0,14657 W PARK AVE BOULDER CREEK CA 95006,37.1353152672686,-122.140148578739
5738,51857,Destroyed (>50%),11520.0,School,Street,Unincorporated,,SHU,Shasta,Redding ,2018-07-23 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,0-10,,37812.0,1958.0,11520 SCHOOL ST REDDING CA 96001,40.6232029467869,-122.462843083035
5739,29442,Destroyed (>50%),1647.0,Young ,Avenue,Paradise Southeast A,,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,Wood,Non Combustible,Combustible,,,168953.0,0.0,1647  YOUNG AVE   PARADISE CA 95969,39.7671882600215,-121.583861689905
5740,124132,Destroyed (>50%),1494.0,Pampas Ricas,Boulevard,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Unknown,No Fence,,,1503237.0,1998.0,"1494 PAMPAS RICAS BLVD, PACIFIC PALISADES, CA 90272",34.0404956,-118.520791
5741,112684,No Damage,594.0,Colman ,Street,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,,,103928.0,1948.0,"594 COLMAN ST, ALTADENA, CA 91001",34.1844358,-118.1380679
5742,16374,No Damage,4840.0,Hardin,Road,,,LNU,Napa,,2020-08-16 00:00:00,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,921491.0,1980.0,4840 HARDIN RD SAINT HELENA CA 94574,38.605313167411,-122.368240267077
5743,96073,Destroyed (>50%),14900.0,Woodland Park,Drive,Forest Ranch,95942.0,BTU,Butte,Forrest Ranch,2024-07-24 00:00:00,Combination of Actions,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Unknown,Unknown,Unknown,No Fence,11-20,30-50',310930.0,2002.0,"14900 WOODLAND PARK DR, FOREST RANCH, CA 95942",39.8510132,-121.6933203
5744,109305,Destroyed (>50%),3062.0,Santa Anita,Avenue,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,,116644.0,1946.0,"3062 SANTA ANITA AVE, ALTADENA, CA 91001",34.1968209,-118.1346209
5745,19878,Destroyed (>50%),0.0,Blue Ridge,Road,,,LNU,Napa,,2020-08-16 00:00:00,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,, NAPA CA 94558,38.4509920033592,-122.124033531076
5746,123857,Destroyed (>50%),16763.0,Monte Hermoso,Drive,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Multi Story,Single Residence,,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,558859.0,1985.0,"16763 MONTE HERMOSO DR, PACIFIC PALISADES, CA 90272",34.0687052,-118.5529355
5747,13057,No Damage,844.0,Meadowood ,Lane,,,LNU,Napa,,2020-09-27 00:00:00,,Commercial Building Multi Story,Nonresidential Commercial,,Metal,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,3390084.0,1998.0,844 MEADOWOOD LN SAINT HELENA CA 94574,38.5225458966279,-122.456400015474
5748,71360,Destroyed (>50%),11011.0,East Knoll,Lane,Paso Robles,93446.0,SLU,San Luis Obispo,South Shore Lake,2016-08-13 00:00:00,,Single Family Residence Multi Story,Single Residence,,Combustible,,Unknown,Combustible,Unknown, , , ,,,,104323.0,,11011 SOUTH SHORE DR,35.7544597912502,-121.032531529637
5749,111265,Destroyed (>50%),1168.0,Meadowbrook,Road,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,157849.0,1948.0,"1168 MEADOWBROOK RD, ALTADENA, CA 91001",34.1825008,-118.1265118
5750,5263,No Damage,0.0,Lloyd Meadow,Road,,0.0,TUU,Tulare,Springville,2020-08-19 00:00:00,Combination of Actions,Commercial Building Single Story,Nonresidential Commercial,0.0,Metal,No Eaves,No Vents,Wood,No Windows,Wood,Wood,No Patio Cover/Carport,No Fence,>30,,0.0,0.0,   ,36.1388886853337,-118.47932766233
5751,17104,No Damage,17575.0,Sweetwater Springs,Road,,,LNU,Sonoma,Guerneville,2020-08-16 00:00:00,Combination of Actions,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,17575 SWEETWATER SPRINGS RD GUERNEVILLE CA 95446,38.5498016248682,-122.968372006128
5752,93323,No Damage,49773.0,Gorman School,Road,Lancaster,93536.0,LAC,Los Angeles,,2024-06-15 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,0.0,1933.0,"49773 GORMAN SCHOOL RD, LANCASTER, CA 93536",34.7927414,-118.8522078
5753,76785,No Damage,19850.0,Statton,Road,Lakehead,96051.0,SHU,Shasta,,2021-06-30 00:00:00,,Utility Misc Structure,Other Minor Structure,,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,307000.0,,19850 STATTON RD LAKEHEAD CA 96051,40.8576051419422,-122.322603758468
